word,count,percentage
clough,5,0.0017035775127768314
concluding,5,0.0017035775127768314
kameli,5,0.0017035775127768314
convey,5,0.0017035775127768314
parliament,5,0.0017035775127768314
attack,5,0.0017035775127768314
iraqi,5,0.0017035775127768314
government,5,0.0017035775127768314
no,5,0.0017035775127768314
with,5,0.0017035775127768314
peace,5,0.0017035775127768314
military,5,0.0017035775127768314
old,5,0.0017035775127768314
army,5,0.0017035775127768314
yesterday,5,0.0017035775127768314
company,5,0.0017035775127768314
other,5,0.0017035775127768314
ashore,4,0.001362862010221465
molson,4,0.001362862010221465
cascaded,4,0.001362862010221465
spectrum,4,0.001362862010221465
koubek,4,0.001362862010221465
bings,4,0.001362862010221465
marginalized,4,0.001362862010221465
riots,4,0.001362862010221465
carpe,4,0.001362862010221465
bonita,4,0.001362862010221465
failed,4,0.001362862010221465
most,4,0.001362862010221465
secretary,4,0.001362862010221465
who,4,0.001362862010221465
at,4,0.001362862010221465
species,4,0.001362862010221465
hague,3,0.0010221465076660989
peirsol's,3,0.0010221465076660989
ment,3,0.0010221465076660989
tails,3,0.0010221465076660989
heraklio,3,0.0010221465076660989
alameda,3,0.0010221465076660989
sprague,3,0.0010221465076660989
"developmental,claimed",3,0.0010221465076660989
indecision,3,0.0010221465076660989
bmw,3,0.0010221465076660989
mancinis,3,0.0010221465076660989
samson,3,0.0010221465076660989
tremor,3,0.0010221465076660989
evidence,3,0.0010221465076660989
international,3,0.0010221465076660989
agreement,3,0.0010221465076660989
nuclear,3,0.0010221465076660989
talks,3,0.0010221465076660989
top,3,0.0010221465076660989
palestinian,3,0.0010221465076660989
arab,3,0.0010221465076660989
three,3,0.0010221465076660989
country,3,0.0010221465076660989
family,3,0.0010221465076660989
"new,law",3,0.0010221465076660989
programs,3,0.0010221465076660989
ready,3,0.0010221465076660989
second,3,0.0010221465076660989
"a,new",3,0.0010221465076660989
latest,3,0.0010221465076660989
study,3,0.0010221465076660989
engine,3,0.0010221465076660989
version,3,0.0010221465076660989
video,3,0.0010221465076660989
companies,3,0.0010221465076660989
are,3,0.0010221465076660989
game's,2,0.0006814310051107325
kanpur,2,0.0006814310051107325
philosophical,2,0.0006814310051107325
sued,2,0.0006814310051107325
socal,2,0.0006814310051107325
kylie,2,0.0006814310051107325
oral,2,0.0006814310051107325
messing,2,0.0006814310051107325
sales's,2,0.0006814310051107325
forearm,2,0.0006814310051107325
confinement,2,0.0006814310051107325
vengeance,2,0.0006814310051107325
goleo,2,0.0006814310051107325
dimmer,2,0.0006814310051107325
purists,2,0.0006814310051107325
hampden,2,0.0006814310051107325
july,2,0.0006814310051107325
overcame,2,0.0006814310051107325
ludovic,2,0.0006814310051107325
congressional,2,0.0006814310051107325
path,2,0.0006814310051107325
dog,2,0.0006814310051107325
leno,2,0.0006814310051107325
"riots,jensen",2,0.0006814310051107325
knocks,2,0.0006814310051107325
judicious,2,0.0006814310051107325
jensen,2,0.0006814310051107325
preliminary,2,0.0006814310051107325
"claimed,commissioner",2,0.0006814310051107325
kimmel,2,0.0006814310051107325
dugouts,2,0.0006814310051107325
watered,2,0.0006814310051107325
"developmental,deirdre",2,0.0006814310051107325
"commissioner,darold",2,0.0006814310051107325
straying,2,0.0006814310051107325
stop,2,0.0006814310051107325
could,2,0.0006814310051107325
guilty,2,0.0006814310051107325
expected,2,0.0006814310051107325
"to,join",2,0.0006814310051107325
kofi,2,0.0006814310051107325
annan's,2,0.0006814310051107325
leader,2,0.0006814310051107325
preparing,2,0.0006814310051107325
plan,2,0.0006814310051107325
girl,2,0.0006814310051107325
david,2,0.0006814310051107325
were,2,0.0006814310051107325
wounded,2,0.0006814310051107325
when,2,0.0006814310051107325
province,2,0.0006814310051107325
"the,united",2,0.0006814310051107325
step,2,0.0006814310051107325
into,2,0.0006814310051107325
eu,2,0.0006814310051107325
"the,first",2,0.0006814310051107325
wounding,2,0.0006814310051107325
base,2,0.0006814310051107325
northern,2,0.0006814310051107325
town,2,0.0006814310051107325
thursday,2,0.0006814310051107325
"european,parliament",2,0.0006814310051107325
deal,2,0.0006814310051107325
"the,european",2,0.0006814310051107325
says,2,0.0006814310051107325
"a,move",2,0.0006814310051107325
"government,said",2,0.0006814310051107325
american,2,0.0006814310051107325
killing,2,0.0006814310051107325
four,2,0.0006814310051107325
optimization,2,0.0006814310051107325
desktop,2,0.0006814310051107325
able,2,0.0006814310051107325
"the,internet",2,0.0006814310051107325
wide,2,0.0006814310051107325
security,2,0.0006814310051107325
internet,2,0.0006814310051107325
based,2,0.0006814310051107325
few,2,0.0006814310051107325
days,2,0.0006814310051107325
japan,2,0.0006814310051107325
celebrex,2,0.0006814310051107325
rise,2,0.0006814310051107325
percent,2,0.0006814310051107325
federal,2,0.0006814310051107325
regulators,2,0.0006814310051107325
november,2,0.0006814310051107325
reported,2,0.0006814310051107325
airlines,2,0.0006814310051107325
progressively,1,0.00034071550255536625
nab,1,0.00034071550255536625
"clerk,clippers'",1,0.00034071550255536625
departures,1,0.00034071550255536625
assertions,1,0.00034071550255536625
wispolitics,1,0.00034071550255536625
lecavalier's,1,0.00034071550255536625
cox,1,0.00034071550255536625
"claimed,recommend",1,0.00034071550255536625
"darold,ashland",1,0.00034071550255536625
forestland,1,0.00034071550255536625
deposed,1,0.00034071550255536625
kerney,1,0.00034071550255536625
nonchalance,1,0.00034071550255536625
"additions,hardcourt,willingham",1,0.00034071550255536625
"negatively,hardcourt",1,0.00034071550255536625
"ashland,messing",1,0.00034071550255536625
bulldozer,1,0.00034071550255536625
"tremor,south,developmental",1,0.00034071550255536625
promotes,1,0.00034071550255536625
mateo,1,0.00034071550255536625
"willingham,ashland",1,0.00034071550255536625
"dugouts,sued",1,0.00034071550255536625
"forearm,preliminary",1,0.00034071550255536625
rejoice,1,0.00034071550255536625
"enhancing,esb",1,0.00034071550255536625
rauffer,1,0.00034071550255536625
issue,1,0.00034071550255536625
hobin,1,0.00034071550255536625
trotter,1,0.00034071550255536625
brady's,1,0.00034071550255536625
'pops',1,0.00034071550255536625
babiarz,1,0.00034071550255536625
"ramirez,gibson",1,0.00034071550255536625
termed,1,0.00034071550255536625
washburn,1,0.00034071550255536625
gatwick,1,0.00034071550255536625
labored,1,0.00034071550255536625
euros,1,0.00034071550255536625
sportsco,1,0.00034071550255536625
eclipse,1,0.00034071550255536625
knowing,1,0.00034071550255536625
skins,1,0.00034071550255536625
hopelessness,1,0.00034071550255536625
drowsy,1,0.00034071550255536625
seek,1,0.00034071550255536625
crosbys,1,0.00034071550255536625
army's,1,0.00034071550255536625
bash,1,0.00034071550255536625
erode,1,0.00034071550255536625
wales,1,0.00034071550255536625
"rossi,dizzying",1,0.00034071550255536625
manute,1,0.00034071550255536625
key,1,0.00034071550255536625
jeddah,1,0.00034071550255536625
reprieve,1,0.00034071550255536625
coalition,1,0.00034071550255536625
jarkko,1,0.00034071550255536625
ratio,1,0.00034071550255536625
pail,1,0.00034071550255536625
stojakovic's,1,0.00034071550255536625
supposedly,1,0.00034071550255536625
evolved,1,0.00034071550255536625
concacaf's,1,0.00034071550255536625
pitcher's,1,0.00034071550255536625
topps,1,0.00034071550255536625
voodoo,1,0.00034071550255536625
unfortunate,1,0.00034071550255536625
petrova,1,0.00034071550255536625
stabbed,1,0.00034071550255536625
fact,1,0.00034071550255536625
ot,1,0.00034071550255536625
niggling,1,0.00034071550255536625
deadened,1,0.00034071550255536625
trojans',1,0.00034071550255536625
wengers,1,0.00034071550255536625
leftover,1,0.00034071550255536625
"levein,laxness",1,0.00034071550255536625
"developmental,compiled",1,0.00034071550255536625
"recommend,esb",1,0.00034071550255536625
"kameli,unfavorable",1,0.00034071550255536625
ante,1,0.00034071550255536625
hatchell,1,0.00034071550255536625
"electronics,ashland",1,0.00034071550255536625
"ashland,kanpur",1,0.00034071550255536625
"winfield,levein",1,0.00034071550255536625
"esb,compiled",1,0.00034071550255536625
"developmental,corrado",1,0.00034071550255536625
"regretfully,carpe",1,0.00034071550255536625
"convey,unfavorable",1,0.00034071550255536625
"commissioner,willingham",1,0.00034071550255536625
"esb,gymnasts",1,0.00034071550255536625
davis',1,0.00034071550255536625
"yanked,capability",1,0.00034071550255536625
papa,1,0.00034071550255536625
fortuna,1,0.00034071550255536625
garnering,1,0.00034071550255536625
irreplaceable,1,0.00034071550255536625
cost,1,0.00034071550255536625
"unperturbed,bramble",1,0.00034071550255536625
presence,1,0.00034071550255536625
metropolis,1,0.00034071550255536625
rybak,1,0.00034071550255536625
vigilance,1,0.00034071550255536625
emmanuelle,1,0.00034071550255536625
julio,1,0.00034071550255536625
quote,1,0.00034071550255536625
fertile,1,0.00034071550255536625
gratifying,1,0.00034071550255536625
warrick,1,0.00034071550255536625
"yanked,willingham",1,0.00034071550255536625
guidelines,1,0.00034071550255536625
luckier,1,0.00034071550255536625
eyed,1,0.00034071550255536625
valero,1,0.00034071550255536625
"willingham,developmental",1,0.00034071550255536625
"developmental,levein",1,0.00034071550255536625
"darold,unwilling",1,0.00034071550255536625
"willingham,ashland,negatively",1,0.00034071550255536625
"accuses,mockery",1,0.00034071550255536625
squared,1,0.00034071550255536625
banging,1,0.00034071550255536625
barnes,1,0.00034071550255536625
uri,1,0.00034071550255536625
"additions,exuberant",1,0.00034071550255536625
dagger,1,0.00034071550255536625
dahmer,1,0.00034071550255536625
marino's,1,0.00034071550255536625
fijian,1,0.00034071550255536625
recycling,1,0.00034071550255536625
trailblazers,1,0.00034071550255536625
counteroffer,1,0.00034071550255536625
druthers,1,0.00034071550255536625
bide,1,0.00034071550255536625
milans,1,0.00034071550255536625
lobbed,1,0.00034071550255536625
"convey,willingham",1,0.00034071550255536625
initially,1,0.00034071550255536625
"levein,uche",1,0.00034071550255536625
westwood,1,0.00034071550255536625
"birkle,deadlocked",1,0.00034071550255536625
overruns,1,0.00034071550255536625
"willingham,administrator",1,0.00034071550255536625
"esb,overcame,clearly",1,0.00034071550255536625
"bonita,mancinis",1,0.00034071550255536625
aachen,1,0.00034071550255536625
namibia,1,0.00034071550255536625
"ashland,levein",1,0.00034071550255536625
peirsol,1,0.00034071550255536625
virtues,1,0.00034071550255536625
broncs,1,0.00034071550255536625
underscores,1,0.00034071550255536625
"bjorndalen,recommend",1,0.00034071550255536625
"esb,ashland",1,0.00034071550255536625
"levein,marginalized",1,0.00034071550255536625
radek,1,0.00034071550255536625
erron,1,0.00034071550255536625
vijay,1,0.00034071550255536625
sandrine,1,0.00034071550255536625
endeavor,1,0.00034071550255536625
"hashim,diagnosed",1,0.00034071550255536625
banquet,1,0.00034071550255536625
porche,1,0.00034071550255536625
tahiri,1,0.00034071550255536625
familiarities,1,0.00034071550255536625
"heraklio,ashland",1,0.00034071550255536625
flagstaff,1,0.00034071550255536625
thinking,1,0.00034071550255536625
exhausting,1,0.00034071550255536625
jules,1,0.00034071550255536625
rocketeers,1,0.00034071550255536625
"hardcourt,electronics",1,0.00034071550255536625
punters,1,0.00034071550255536625
premierleague,1,0.00034071550255536625
"recommend,willingham",1,0.00034071550255536625
exhibiting,1,0.00034071550255536625
"deirdre,electronics",1,0.00034071550255536625
"incoming,relay",1,0.00034071550255536625
'che',1,0.00034071550255536625
ticket's,1,0.00034071550255536625
commissionand,1,0.00034071550255536625
aivd,1,0.00034071550255536625
maltreat,1,0.00034071550255536625
minarets,1,0.00034071550255536625
neediest,1,0.00034071550255536625
"states,to",1,0.00034071550255536625
weapons,1,0.00034071550255536625
yasser,1,0.00034071550255536625
arafat,1,0.00034071550255536625
nephew,1,0.00034071550255536625
arabia,1,0.00034071550255536625
sunday,1,0.00034071550255536625
era,1,0.00034071550255536625
"blow,to",1,0.00034071550255536625
community,1,0.00034071550255536625
"a,year",1,0.00034071550255536625
forces,1,0.00034071550255536625
"were,preparing",1,0.00034071550255536625
kill,1,0.00034071550255536625
"palestinians,and",1,0.00034071550255536625
injuring,1,0.00034071550255536625
dozen,1,0.00034071550255536625
blunkett,1,0.00034071550255536625
yushchenko,1,0.00034071550255536625
"and,iraqi",1,0.00034071550255536625
soldiers,1,0.00034071550255536625
others,1,0.00034071550255536625
"international,conference",1,0.00034071550255536625
assuring,1,0.00034071550255536625
saarc,1,0.00034071550255536625
member,1,0.00034071550255536625
cancers,1,0.00034071550255536625
keahtigh,1,0.00034071550255536625
albar,1,0.00034071550255536625
embark,1,0.00034071550255536625
artwork,1,0.00034071550255536625
'market,1,0.00034071550255536625
"in,iraq",1,0.00034071550255536625
"saturday,for",1,0.00034071550255536625
wanted,1,0.00034071550255536625
resignation,1,0.00034071550255536625
"to,the",1,0.00034071550255536625
"he,had",1,0.00034071550255536625
immediate,1,0.00034071550255536625
reports,1,0.00034071550255536625
baluchistan,1,0.00034071550255536625
undergo,1,0.00034071550255536625
"u,s,army",1,0.00034071550255536625
court,1,0.00034071550255536625
"be,a",1,0.00034071550255536625
"country,s",1,0.00034071550255536625
giuliani,1,0.00034071550255536625
scrutinise,1,0.00034071550255536625
punk'd,1,0.00034071550255536625
ingrid,1,0.00034071550255536625
traditionally,1,0.00034071550255536625
shoulders,1,0.00034071550255536625
ours,1,0.00034071550255536625
"baramulla,bellicose",1,0.00034071550255536625
"adams,reseat",1,0.00034071550255536625
''shock,1,0.00034071550255536625
printingshop,1,0.00034071550255536625
"redeploy,velieve",1,0.00034071550255536625
arajah,1,0.00034071550255536625
'disappointed',1,0.00034071550255536625
"palestinian,uprising",1,0.00034071550255536625
effort,1,0.00034071550255536625
"its,nuclear",1,0.00034071550255536625
"american,soldier",1,0.00034071550255536625
"killing,four",1,0.00034071550255536625
"strip,and",1,0.00034071550255536625
raid,1,0.00034071550255536625
"stop,the",1,0.00034071550255536625
discourages,1,0.00034071550255536625
beams,1,0.00034071550255536625
gnarled,1,0.00034071550255536625
loathed,1,0.00034071550255536625
delegation,1,0.00034071550255536625
kurds,1,0.00034071550255536625
bellingham,1,0.00034071550255536625
longer,1,0.00034071550255536625
"family,who",1,0.00034071550255536625
"nations,said",1,0.00034071550255536625
italian,1,0.00034071550255536625
officer,1,0.00034071550255536625
",,",1,0.00034071550255536625
",,,,",1,0.00034071550255536625
",",1,0.00034071550255536625
droughts,1,0.00034071550255536625
'weak',1,0.00034071550255536625
jail,1,0.00034071550255536625
"said,it",1,0.00034071550255536625
term,1,0.00034071550255536625
"said,he",1,0.00034071550255536625
"year,after",1,0.00034071550255536625
egypt,1,0.00034071550255536625
leaders,1,0.00034071550255536625
"move,of",1,0.00034071550255536625
news,1,0.00034071550255536625
agency,1,0.00034071550255536625
prime,1,0.00034071550255536625
minister,1,0.00034071550255536625
ayad,1,0.00034071550255536625
allawi,1,0.00034071550255536625
"us,army",1,0.00034071550255536625
"be,held",1,0.00034071550255536625
"time,since",1,0.00034071550255536625
palestinians,1,0.00034071550255536625
strawberry,1,0.00034071550255536625
skaters,1,0.00034071550255536625
deepak,1,0.00034071550255536625
as,1,0.00034071550255536625
turkey,1,0.00034071550255536625
troops,1,0.00034071550255536625
"an,end",1,0.00034071550255536625
"said,friday",1,0.00034071550255536625
assembly,1,0.00034071550255536625
algeria,1,0.00034071550255536625
disabled,1,0.00034071550255536625
promotions,1,0.00034071550255536625
vehemently,1,0.00034071550255536625
ng,1,0.00034071550255536625
"marcelo,initiative",1,0.00034071550255536625
colleen,1,0.00034071550255536625
shinui,1,0.00034071550255536625
gaza's,1,0.00034071550255536625
sanctions,1,0.00034071550255536625
hill,1,0.00034071550255536625
creeps,1,0.00034071550255536625
norco,1,0.00034071550255536625
defaming,1,0.00034071550255536625
ire,1,0.00034071550255536625
crusades,1,0.00034071550255536625
official,1,0.00034071550255536625
stocks,1,0.00034071550255536625
"not,the",1,0.00034071550255536625
"first,day",1,0.00034071550255536625
"of,an",1,0.00034071550255536625
least,1,0.00034071550255536625
"effort,by",1,0.00034071550255536625
interview,1,0.00034071550255536625
published,1,0.00034071550255536625
mosul,1,0.00034071550255536625
"us,embassy",1,0.00034071550255536625
police,1,0.00034071550255536625
checkpoint,1,0.00034071550255536625
election,1,0.00034071550255536625
polling,1,0.00034071550255536625
paintings,1,0.00034071550255536625
"and,turkey",1,0.00034071550255536625
"to,be",1,0.00034071550255536625
"round,in",1,0.00034071550255536625
long,1,0.00034071550255536625
"united,arab",1,0.00034071550255536625
emirates,1,0.00034071550255536625
"and,said",1,0.00034071550255536625
"and,a",1,0.00034071550255536625
car,1,0.00034071550255536625
bombing,1,0.00034071550255536625
"police,raid",1,0.00034071550255536625
"northern,iraqi",1,0.00034071550255536625
messagelabs,1,0.00034071550255536625
"year,old",1,0.00034071550255536625
"and,the,internet,explorer",1,0.00034071550255536625
itunes,1,0.00034071550255536625
music,1,0.00034071550255536625
store,1,0.00034071550255536625
computers,1,0.00034071550255536625
signed,1,0.00034071550255536625
"the,new",1,0.00034071550255536625
web,1,0.00034071550255536625
site,1,0.00034071550255536625
quicksilver,1,0.00034071550255536625
softness,1,0.00034071550255536625
quail,1,0.00034071550255536625
drained,1,0.00034071550255536625
skywalker,1,0.00034071550255536625
cafs,1,0.00034071550255536625
shined,1,0.00034071550255536625
ux,1,0.00034071550255536625
refuse,1,0.00034071550255536625
occasions,1,0.00034071550255536625
pioneering,1,0.00034071550255536625
dnt,1,0.00034071550255536625
tru,1,0.00034071550255536625
diarrhea,1,0.00034071550255536625
total,1,0.00034071550255536625
shunning,1,0.00034071550255536625
mcnealy,1,0.00034071550255536625
experts,1,0.00034071550255536625
"could,have",1,0.00034071550255536625
explorer,1,0.00034071550255536625
games,1,0.00034071550255536625
"world,wide",1,0.00034071550255536625
"internet,to",1,0.00034071550255536625
forums,1,0.00034071550255536625
"a,few",1,0.00034071550255536625
"ago,in",1,0.00034071550255536625
game,1,0.00034071550255536625
industry,1,0.00034071550255536625
venture,1,0.00034071550255536625
tool,1,0.00034071550255536625
use,1,0.00034071550255536625
service,1,0.00034071550255536625
months,1,0.00034071550255536625
america,1,0.00034071550255536625
online,1,0.00034071550255536625
discovered,1,0.00034071550255536625
moon,1,0.00034071550255536625
reuters,1,0.00034071550255536625
"s,government",1,0.00034071550255536625
powerful,1,0.00034071550255536625
engines,1,0.00034071550255536625
"powerful,and",1,0.00034071550255536625
flaws,1,0.00034071550255536625
leading,1,0.00034071550255536625
mobile,1,0.00034071550255536625
phones,1,0.00034071550255536625
drilled,1,0.00034071550255536625
diaspora,1,0.00034071550255536625
'house,1,0.00034071550255536625
nongame,1,0.00034071550255536625
kerr,1,0.00034071550255536625
"sneaking,lazard",1,0.00034071550255536625
anecdotal,1,0.00034071550255536625
lit,1,0.00034071550255536625
segregating,1,0.00034071550255536625
clinic,1,0.00034071550255536625
pastrymaker,1,0.00034071550255536625
bye,1,0.00034071550255536625
crispy,1,0.00034071550255536625
dangerous,1,0.00034071550255536625
banks,1,0.00034071550255536625
pilots,1,0.00034071550255536625
food,1,0.00034071550255536625
"industry,has",1,0.00034071550255536625
pay,1,0.00034071550255536625
million,1,0.00034071550255536625
buy,1,0.00034071550255536625
acquired,1,0.00034071550255536625
popular,1,0.00034071550255536625
sharp,1,0.00034071550255536625
from,1,0.00034071550255536625
increase,1,0.00034071550255536625
barrel,1,0.00034071550255536625
record,1,0.00034071550255536625
work,1,0.00034071550255536625
economy,1,0.00034071550255536625
will,1,0.00034071550255536625
"record,low",1,0.00034071550255536625
pfizer,1,0.00034071550255536625
wider,1,0.00034071550255536625
than,1,0.00034071550255536625
quarterly,1,0.00034071550255536625
loss,1,0.00034071550255536625
